applicant_id,age,income,credit_score,employment_years,education,gender,ethnicity,loan_amount,loan_purpose,approved
A00424,58,140063,614,23.7,Master,Female,White,16676,home,1
A00425,54,96543,716,0.6,Master,Male,Hispanic,28921,auto,1
A00426,43,20000,778,4.9,Master,Female,White,19044,personal,1
A00427,52,20000,503,14.1,Other,Male,White,32847,business,1
A00428,38,29508,789,1.0,Bachelor,Female,Asian,21175,education,1
A00429,22,20000,668,2.0,Master,Female,White,20096,home,1
A00430,37,50337,529,9.5,Master,Female,Hispanic,151821,personal,1
A00431,51,62071,439,15.2,Master,Male,White,14470,business,0
A00432,49,20782,557,4.0,Master,Non-binary,Black,81793,home,1
A00433,64,78141,678,3.1,High School,Female,Black,70086,auto,1
A00434,64,70309,674,7.0,Bachelor,Female,Asian,32967,home,1
A00435,31,35281,730,4.6,Bachelor,Male,Hispanic,4717,personal,1
A00436,21,44200,636,1.2,Master,Male,Black,22580,personal,0
A00437,33,20000,591,11.7,Master,Female,White,14592,education,0
A00438,59,40160,646,0.4,Master,Female,White,22383,home,1
A00439,56,49238,682,1.3,Master,Female,Black,9410,business,1
A00440,25,54244,698,6.5,Bachelor,Female,White,40336,auto,1
A00441,28,61532,616,4.0,High School,Female,White,48435,home,1
A00442,45,56757,752,4.2,Bachelor,Male,Other,56163,auto,1
A00443,50,41831,630,0.8,PhD,Female,White,16224,auto,1
A00444,64,58204,610,12.2,Bachelor,Male,White,9437,home,1
A00445,54,89430,636,1.7,PhD,Female,Asian,29183,business,1
A00446,30,46290,765,6.9,Other,Male,Black,89756,auto,1
A00447,22,59311,669,0.1,Bachelor,Female,Hispanic,23283,education,0
A00448,48,43839,624,4.1,Master,Female,White,31629,education,1
A00449,45,33254,754,4.8,Bachelor,Female,White,18252,business,0
A00450,61,67085,850,18.9,Bachelor,Male,Black,14723,business,1
A00451,46,35131,696,11.3,High School,Female,White,37295,education,1
A00452,43,61801,778,25.4,High School,Male,Hispanic,20234,personal,1
A00453,34,49858,762,1.8,High School,Male,White,30418,education,1
A00454,24,40849,631,10.7,Bachelor,Female,White,33057,home,1
A00455,59,40260,682,2.5,High School,Female,White,29086,personal,0
A00456,57,36138,577,1.0,Bachelor,Male,White,34416,business,1
A00457,28,20000,663,11.1,Bachelor,Female,White,11132,education,1
A00458,51,61681,629,6.4,Bachelor,Male,Hispanic,10601,auto,0
A00459,37,56326,647,12.8,PhD,Female,Black,21288,personal,1
A00460,40,81617,620,2.0,Bachelor,Female,White,21701,education,1
A00461,58,35636,657,4.8,High School,Female,Black,14503,auto,1
A00462,58,152852,722,5.1,Other,Female,White,26710,business,1
A00463,29,39032,670,2.1,Master,Non-binary,White,45550,auto,0
A00464,34,28996,530,12.2,Master,Female,Asian,56954,education,0
A00465,57,27005,620,1.2,Master,Male,Hispanic,68173,business,1
A00466,61,20000,558,9.8,High School,Male,Black,7693,auto,0
A00467,24,122955,699,19.9,Master,Female,White,8687,home,1
A00468,57,111595,720,1.6,High School,Male,White,17470,auto,1
A00469,42,70294,700,2.3,Bachelor,Female,Hispanic,23487,home,1
A00470,46,28633,617,4.5,High School,Male,Black,18201,auto,1
A00471,24,145329,699,26.1,Master,Female,Black,14155,home,1
A00472,50,39694,642,0.6,High School,Female,Other,17265,education,0
A00473,50,41713,588,1.7,High School,Female,White,32423,education,1
A00474,50,116117,739,4.8,High School,Female,Hispanic,7603,auto,1
A00475,55,72790,745,0.6,Master,Male,Black,143585,business,1
A00476,62,183627,755,10.7,High School,Female,White,22399,home,1
A00477,58,56910,631,1.2,Bachelor,Male,White,51055,home,1
A00478,53,38629,774,0.3,Bachelor,Female,Black,13849,education,1
A00479,64,33959,640,2.0,Master,Female,White,34873,home,1
A00480,50,20000,732,12.6,High School,Male,Black,23862,personal,1
A00481,50,41474,639,1.2,PhD,Male,Hispanic,43715,auto,0
A00482,44,97416,662,0.5,Bachelor,Male,White,18790,education,1
A00483,54,70213,486,2.7,High School,Male,White,76210,auto,0
A00484,24,49621,655,11.7,High School,Female,Black,6676,education,0
A00485,43,26985,687,1.6,High School,Male,White,47075,home,1
A00486,39,56169,647,9.2,Bachelor,Female,Asian,24221,personal,1
A00487,61,90011,820,9.0,High School,Non-binary,White,9753,home,1
A00488,24,63476,587,2.1,PhD,Female,Other,104993,auto,0
A00489,49,54178,634,4.0,Bachelor,Female,White,96660,personal,1
A00490,29,30388,607,2.0,High School,Male,White,4191,education,1
A00491,59,82479,634,1.7,Bachelor,Female,Hispanic,25372,business,0
A00492,58,20000,762,5.4,High School,Female,White,38736,home,1
A00493,31,61679,798,20.3,High School,Non-binary,White,31362,auto,1
A00494,59,229164,623,2.9,Bachelor,Male,White,74044,business,1
A00495,42,20000,622,23.9,High School,Male,Hispanic,62699,auto,1
A00496,63,42411,587,3.4,High School,Non-binary,Black,27232,education,0
A00497,53,48788,784,6.0,PhD,Female,White,136173,home,1
A00498,22,37140,769,3.0,Master,Male,White,46605,education,1
A00499,29,91292,671,1.1,PhD,Female,White,16628,auto,1
A00500,38,65086,568,0.3,High School,Male,Other,14159,personal,0
A00501,30,53711,575,15.0,PhD,Female,White,59556,auto,0
A00502,26,79091,693,2.2,Bachelor,Male,Black,11680,personal,1
A00503,64,49515,723,17.9,High School,Male,White,15870,personal,1
A00504,59,300000,514,3.4,Master,Male,Black,18184,personal,1
A00505,40,53680,654,0.0,High School,Male,Other,29275,business,0
A00506,30,55114,809,4.7,Bachelor,Male,White,18868,education,1
A00507,28,20000,662,13.2,Master,Male,Hispanic,7680,education,0
A00508,61,35380,799,6.1,Bachelor,Male,White,55807,home,1
A00509,35,97579,731,11.0,Bachelor,Female,Black,15938,home,1
A00510,21,21998,593,4.4,Bachelor,Female,White,110851,auto,0
A00511,38,20000,656,1.4,High School,Female,White,28090,business,0
A00512,40,49980,669,3.1,Other,Male,White,60704,home,1
A00513,48,111574,603,5.8,High School,Male,White,36486,personal,1
A00514,35,50283,602,11.5,High School,Female,Other,63072,personal,1
A00515,61,40067,800,0.8,High School,Female,Hispanic,34761,home,0
A00516,49,20000,601,13.8,PhD,Non-binary,White,26585,home,0
A00517,64,64302,766,0.2,Master,Female,White,52816,personal,1
A00518,37,72894,645,0.0,Bachelor,Female,Hispanic,160938,home,1
A00519,49,20000,677,1.7,Other,Female,White,17750,home,1
A00520,37,96830,724,7.7,High School,Male,White,41603,home,1
A00521,51,77607,632,0.7,PhD,Female,Hispanic,21934,business,1
A00522,53,96702,725,15.8,High School,Female,White,33019,home,1
A00523,35,69571,516,7.8,Bachelor,Female,White,22782,home,0
A00524,62,72562,715,1.2,High School,Male,White,3919,auto,0
A00525,58,66998,482,1.5,Other,Male,White,18766,business,0
A00526,60,82543,661,1.1,PhD,Male,Black,49003,personal,0
A00527,30,20000,748,4.6,Bachelor,Male,Hispanic,11942,auto,1
A00528,52,20000,729,8.0,High School,Female,Other,46016,auto,0
A00529,25,31520,576,1.4,High School,Female,White,25511,education,0
A00530,25,45347,586,1.6,Bachelor,Male,Hispanic,18897,education,0
A00531,63,61875,624,3.3,Bachelor,Female,Asian,45462,business,1
A00532,27,59564,694,0.2,High School,Male,Black,37980,auto,1
A00533,59,95823,517,18.7,Master,Female,Other,30835,business,1
A00534,39,97645,678,0.7,Bachelor,Male,Other,49648,personal,1
A00535,34,29044,704,3.6,PhD,Female,Hispanic,25912,business,1
A00536,24,56564,657,4.8,Bachelor,Female,Other,5909,business,1
A00537,50,29475,722,2.8,Bachelor,Female,Black,16276,home,1
A00538,52,43785,697,11.6,Bachelor,Female,White,5200,personal,1
A00539,41,59460,636,2.5,High School,Male,Asian,37268,business,1
A00540,56,20000,525,2.6,Bachelor,Female,Hispanic,45114,business,0
A00541,35,208302,690,5.4,Master,Male,White,46787,home,1
A00542,45,68860,603,3.8,High School,Male,White,32574,education,0
A00543,33,34288,633,5.9,Bachelor,Female,White,47778,business,1
A00544,46,155814,718,1.3,PhD,Female,Asian,6239,business,1
A00545,26,39796,793,3.9,Bachelor,Female,White,20210,home,1
A00546,41,53077,676,3.0,Bachelor,Male,White,7101,home,1
A00547,45,36597,724,3.0,Master,Female,White,16536,education,0
A00548,45,132084,564,2.2,Bachelor,Male,White,80257,business,0
A00549,40,46028,699,3.7,High School,Female,Other,52817,auto,1
A00550,49,53620,675,2.8,Master,Female,White,37415,business,1
A00551,43,100938,778,26.6,PhD,Female,White,19047,personal,1
A00552,33,69639,636,13.3,High School,Female,White,9947,personal,1
A00553,30,47448,660,1.4,High School,Female,Hispanic,25581,business,1
A00554,49,95438,764,0.3,Master,Male,Black,53559,business,1
A00555,62,224827,672,0.5,Bachelor,Non-binary,White,30573,home,1
A00556,54,59304,591,2.1,Bachelor,Female,White,6194,home,0
A00557,49,52578,850,4.4,Bachelor,Male,Asian,23949,business,1
A00558,61,54305,593,4.4,Master,Male,Hispanic,4766,personal,1
A00559,60,107608,674,3.3,Bachelor,Male,Hispanic,41912,home,1
A00560,43,34217,707,14.7,High School,Female,White,12652,education,1
A00561,25,41481,701,11.2,High School,Female,Other,8279,auto,1
A00562,48,20000,664,14.2,Bachelor,Female,Hispanic,42376,home,0
A00563,48,24093,665,1.0,PhD,Male,White,34458,auto,1
A00564,33,35929,661,1.0,Bachelor,Male,Other,26527,education,0
A00565,58,47402,590,8.0,Bachelor,Female,Asian,127180,business,1
A00566,59,141697,850,0.8,PhD,Male,Hispanic,36607,personal,1
A00567,35,67615,662,7.5,Bachelor,Male,Hispanic,13148,personal,1
A00568,41,28360,727,0.5,Bachelor,Male,White,33368,home,1
A00569,29,31672,653,4.6,High School,Male,White,17520,personal,1
A00570,28,111842,651,0.4,Master,Male,White,60682,education,1
A00571,32,96371,643,1.9,Master,Female,Black,27578,home,1
A00572,37,49855,556,2.1,Master,Male,White,29849,business,0
A00573,33,37589,667,9.2,Bachelor,Male,White,6947,home,1
A00574,27,96274,647,0.7,Bachelor,Female,Asian,23134,education,1
A00575,40,27011,773,7.3,High School,Non-binary,White,21056,personal,1
A00576,48,62020,584,1.9,Other,Female,Hispanic,9707,personal,0
A00577,35,191682,633,5.1,High School,Female,White,18449,auto,1
A00578,44,55448,608,13.8,Bachelor,Female,White,31213,home,1
A00579,32,30780,795,8.7,Master,Female,White,21949,education,1
A00580,51,62706,610,9.9,High School,Female,White,7117,home,0
A00581,49,36974,724,20.2,Bachelor,Female,White,17701,personal,0
A00582,63,21237,757,0.6,High School,Female,White,15147,auto,1
A00583,23,74654,668,17.7,Bachelor,Male,Black,25714,home,1
A00584,58,95865,569,16.4,Other,Male,White,23586,auto,1
A00585,35,40678,570,5.0,Bachelor,Male,White,15846,auto,1
A00586,23,39091,748,11.5,Other,Male,White,15359,business,0
A00587,51,27530,579,0.1,High School,Male,White,23243,personal,1
A00588,28,44803,711,4.5,Bachelor,Female,White,47590,business,1
A00589,28,34981,689,3.6,PhD,Female,White,27526,business,1
A00590,64,26725,710,24.3,PhD,Male,Hispanic,68765,auto,1
A00591,30,152558,717,1.8,Bachelor,Male,Black,54532,personal,1
A00592,45,64854,605,4.5,Master,Male,Asian,72936,personal,1
A00593,29,69108,601,1.2,PhD,Female,Hispanic,65834,business,0
A00594,26,83286,737,4.7,Master,Male,White,76907,business,1
A00595,21,77856,629,9.8,Bachelor,Male,White,8755,auto,1
A00596,21,38258,459,7.3,High School,Male,White,36972,education,1
A00597,41,57729,731,0.0,High School,Female,Black,58375,personal,1
A00598,40,41713,597,0.3,Bachelor,Male,White,67455,education,1
A00599,22,63772,717,6.5,Bachelor,Female,White,11889,business,1
A00600,36,60175,791,5.8,High School,Female,Other,37268,personal,1
A00601,33,38964,681,4.2,High School,Female,White,23392,personal,0
A00602,46,22079,759,1.7,Bachelor,Female,White,96533,auto,1
A00603,64,53516,692,0.1,Bachelor,Male,Asian,7260,education,1
A00604,51,43366,806,9.3,Bachelor,Male,White,11903,auto,1
A00605,61,20000,595,5.7,Bachelor,Female,White,5174,education,1
A00606,29,66476,679,8.8,High School,Male,White,24728,business,0
A00607,30,87483,733,8.1,PhD,Female,White,134735,auto,1
A00608,54,223465,664,4.3,Bachelor,Female,Other,21258,auto,1
A00609,34,38765,772,3.1,High School,Male,Black,23880,auto,1
A00610,58,35481,645,0.6,Bachelor,Male,White,34207,business,1
A00611,41,25193,845,3.8,Bachelor,Female,White,20069,personal,1
A00612,29,55558,849,3.8,Bachelor,Non-binary,White,29519,home,1
A00613,58,55347,702,1.6,Bachelor,Female,Black,30144,personal,1
A00614,45,30128,724,12.3,Bachelor,Male,White,11198,home,1
A00615,56,44136,775,6.5,Master,Female,White,20430,education,1
A00616,40,20000,585,0.8,High School,Male,Black,39876,home,0
A00617,26,85461,575,15.9,Bachelor,Male,Asian,46298,personal,1
A00618,50,30871,780,5.2,High School,Female,Asian,62242,business,1
A00619,26,48011,701,1.9,Bachelor,Non-binary,Hispanic,28806,auto,0
A00620,50,20826,661,17.5,Bachelor,Male,White,29279,business,1
A00621,39,34564,680,3.7,Master,Female,Hispanic,40140,personal,1
A00622,55,41450,489,11.0,High School,Male,Asian,13686,auto,0
A00623,59,48689,664,6.0,Bachelor,Male,White,13245,business,1
A00624,38,65371,619,1.6,Bachelor,Male,White,19933,auto,1
A00625,59,116243,753,7.5,Bachelor,Female,White,7942,business,1
A00626,25,76086,759,2.0,Master,Male,Other,30501,education,1
A00627,25,87316,726,2.4,High School,Female,Asian,50983,business,1
A00628,64,116735,711,3.1,Bachelor,Male,Hispanic,12481,business,1
A00629,46,68997,560,2.9,Bachelor,Male,White,31198,business,1
A00630,40,47952,727,5.5,Master,Male,Other,13315,home,1
A00631,27,89811,730,9.0,High School,Male,White,9766,personal,1
A00632,33,93321,779,3.4,PhD,Female,White,114056,home,1
A00633,51,72340,849,4.2,Other,Female,Black,9879,auto,1
A00634,57,20480,544,0.7,Master,Female,Hispanic,7915,education,0
A00635,61,29587,648,4.5,High School,Male,Asian,26154,personal,0
A00636,38,41568,620,1.3,Master,Female,White,27304,business,1
A00637,41,78258,693,2.4,High School,Female,White,37563,home,1
A00638,28,48396,681,2.6,PhD,Male,White,109205,auto,1
A00639,24,96966,661,4.6,Bachelor,Female,White,11828,home,1
A00640,40,107919,762,8.1,High School,Female,Asian,13866,education,1
A00641,46,100659,591,3.8,Bachelor,Female,White,79781,business,0
A00642,25,101045,596,0.4,Master,Female,White,46690,business,0
A00643,38,26312,598,16.2,PhD,Female,White,41775,business,1
A00644,49,65485,651,1.5,Bachelor,Female,Hispanic,13740,business,1
A00645,56,34046,581,3.6,Bachelor,Female,Asian,54214,personal,0
A00646,62,20000,676,18.2,Master,Non-binary,White,41879,personal,1
A00647,35,41254,666,16.0,Master,Male,White,25632,auto,1
A00648,38,108536,617,5.1,Master,Female,Asian,13794,auto,1
A00649,59,64630,749,7.3,Bachelor,Female,Black,23989,home,1
A00650,51,164503,675,11.1,Bachelor,Male,White,82354,auto,1
A00651,33,54520,765,2.1,PhD,Female,White,9180,education,1
A00652,51,212922,664,7.3,High School,Female,Other,11616,business,1
A00653,27,54530,678,2.0,Bachelor,Female,Hispanic,13329,personal,1
A00654,40,49686,634,8.1,High School,Female,White,15856,education,0
A00655,34,22751,679,3.0,Bachelor,Male,White,21750,personal,1
A00656,64,95448,736,1.9,Master,Female,White,47422,education,1
A00657,22,36269,647,10.5,High School,Female,White,31860,personal,1
A00658,58,33248,721,1.1,Bachelor,Female,White,23125,personal,1
A00659,33,105739,614,6.4,High School,Male,White,27490,education,1
A00660,22,98216,740,0.1,PhD,Male,White,36286,personal,1
A00661,50,96686,633,3.7,Master,Female,White,5736,personal,1
A00662,50,39445,748,11.9,Bachelor,Male,White,51910,auto,1
A00663,27,47544,684,9.8,Master,Male,White,11371,auto,0
A00664,22,47291,801,4.4,High School,Female,Hispanic,15447,home,0
A00665,25,78394,587,2.6,Master,Female,White,28921,personal,1
A00666,38,124509,561,1.5,Master,Female,Asian,20737,education,1
A00667,26,61137,630,1.0,High School,Female,Asian,32517,education,1
A00668,51,160321,569,0.4,Other,Female,Other,24672,auto,1
A00669,24,83978,569,2.1,High School,Female,White,17475,auto,0
A00670,55,42579,729,1.0,Bachelor,Female,White,74832,education,1
A00671,59,80597,679,8.0,High School,Female,Black,38810,education,1
A00672,52,136429,641,0.0,Master,Female,White,28048,home,1
A00673,62,162587,649,10.0,High School,Male,White,38331,business,1
A00674,62,99920,632,1.5,High School,Male,White,12528,auto,1
A00675,23,49781,812,11.6,Bachelor,Female,Black,125469,auto,1
A00676,36,43044,621,7.3,Other,Female,Hispanic,9227,home,1
A00677,54,69261,574,1.2,High School,Female,White,24113,home,1
A00678,35,133837,743,6.2,Bachelor,Female,Asian,17515,auto,1
A00679,53,63593,662,24.0,Bachelor,Female,Hispanic,16991,business,1
A00680,55,64390,843,3.2,Master,Male,White,15315,personal,1
A00681,64,50556,637,2.4,High School,Female,White,11880,personal,0
A00682,35,40266,747,7.4,Bachelor,Female,White,56992,auto,0
A00683,36,44476,766,8.6,Other,Male,Asian,8402,business,1
A00684,22,53170,638,4.6,Bachelor,Female,Hispanic,48380,auto,1
A00685,33,137428,620,0.4,Bachelor,Female,Black,37005,home,0
A00686,33,42453,739,0.1,PhD,Female,Black,16240,education,1
A00687,40,50592,725,16.4,Bachelor,Male,White,33728,business,1
A00688,39,29166,567,4.9,Bachelor,Male,Asian,19412,business,1
A00689,58,75355,589,2.2,Bachelor,Female,Asian,9128,home,0
A00690,55,111302,477,5.1,Master,Female,Hispanic,9206,business,1
A00691,53,129923,727,4.7,PhD,Female,White,37210,auto,1
A00692,21,55382,659,0.2,Bachelor,Male,White,35698,auto,1
A00693,41,69190,667,0.6,Bachelor,Female,White,26731,home,1
A00694,53,44706,544,2.7,Bachelor,Male,White,16103,auto,1
A00695,31,67292,592,24.9,High School,Male,Black,18913,education,1
A00696,39,59182,641,2.5,High School,Male,Hispanic,16976,home,0
A00697,52,50764,626,5.9,High School,Female,Asian,5444,auto,1
A00698,55,53244,689,0.4,High School,Female,White,23132,education,1
A00699,58,64289,726,2.6,Master,Male,White,33455,home,1
A00700,39,41089,850,2.6,High School,Female,White,23250,personal,1
A00701,38,42382,678,7.2,High School,Female,Other,90700,auto,1
A00702,37,136546,769,2.0,Bachelor,Female,Hispanic,9861,business,1
A00703,50,249279,613,15.0,High School,Female,White,12979,business,1
A00704,39,23798,546,0.8,High School,Female,Black,24499,business,0
A00705,38,23024,651,12.3,High School,Male,Black,26769,auto,0
A00706,28,27603,552,0.8,High School,Male,White,4812,home,0
A00707,42,46075,681,11.8,Bachelor,Female,White,35673,home,1
A00708,31,83907,617,3.8,Master,Female,White,26866,auto,1
A00709,44,69895,523,28.1,PhD,Female,White,4041,education,1
A00710,60,54351,818,0.5,Master,Female,Black,20062,business,1
A00711,55,67330,636,5.8,Bachelor,Female,White,11535,business,1
A00712,42,32362,548,21.3,PhD,Female,Hispanic,15326,personal,0
A00713,64,42341,751,4.9,Bachelor,Female,Black,7551,personal,1
A00714,64,48433,621,16.8,Bachelor,Male,White,30728,auto,1
A00715,40,20000,767,0.9,Bachelor,Female,Other,90167,education,1
A00716,54,24421,621,2.3,Bachelor,Non-binary,White,27228,personal,1
A00717,36,25010,636,2.1,Bachelor,Male,Black,3914,business,0
A00718,59,77533,707,4.5,High School,Male,White,27680,education,1
A00719,37,56795,727,3.0,Master,Female,Hispanic,18850,personal,0
A00720,32,70730,741,0.2,High School,Female,White,9128,home,1
A00721,26,20000,672,6.1,Master,Male,White,29228,business,1
A00722,58,20127,722,2.6,PhD,Male,White,44525,personal,1
A00723,34,72979,739,17.7,Bachelor,Male,Hispanic,12902,education,1
A00724,56,20000,696,1.9,High School,Male,Black,5913,business,0
A00725,24,102209,668,8.4,Bachelor,Female,Black,4405,home,1
A00726,43,20000,564,4.6,Bachelor,Female,White,12931,business,0
A00727,39,81308,727,13.2,Other,Female,Black,19449,auto,1
A00728,40,28763,683,1.5,Master,Male,Black,14576,personal,0
A00729,28,91981,646,0.7,Master,Male,White,12751,auto,1
A00730,24,300000,782,1.0,Bachelor,Male,White,34693,auto,1
A00731,36,20000,565,0.6,Master,Female,White,31896,auto,0
A00732,41,74401,811,6.3,Master,Female,Hispanic,25839,business,1
A00733,55,20000,678,2.2,High School,Male,White,42327,personal,0
A00734,41,63326,705,10.1,High School,Non-binary,White,13029,auto,1
A00735,31,43301,648,4.5,High School,Male,Other,9176,auto,1
A00736,32,52990,546,16.2,Bachelor,Male,Asian,14503,business,0
A00737,47,28367,668,2.5,PhD,Female,White,13724,education,1
A00738,40,78301,706,1.5,Bachelor,Male,Asian,4268,education,0
A00739,60,20557,734,7.3,Bachelor,Female,White,14236,personal,1
A00740,40,103257,664,0.0,PhD,Male,Asian,53310,education,1
A00741,45,38347,504,20.6,High School,Female,White,41801,business,1
A00742,23,21128,556,0.1,High School,Male,White,33528,personal,1
A00743,29,127639,844,5.1,PhD,Male,Other,24472,auto,1
A00744,58,47079,592,6.2,PhD,Male,White,70201,personal,0
A00745,36,153980,794,10.3,Master,Female,Hispanic,9432,personal,1
A00746,39,102008,605,2.1,High School,Female,White,10179,education,1
A00747,46,30367,665,3.7,Other,Female,White,54145,auto,1
A00748,23,46583,730,1.7,Master,Male,Other,22518,home,1
A00749,43,52713,614,0.7,Master,Male,White,12875,home,0
A00750,36,122489,807,8.4,High School,Male,Asian,34253,personal,1
A00751,27,63736,686,6.7,Bachelor,Female,Asian,15509,education,0
A00752,39,54490,716,15.2,Master,Male,White,11270,business,1
A00753,40,43480,658,2.0,PhD,Male,White,11022,auto,1
A00754,29,47556,732,1.4,Bachelor,Female,White,28488,auto,1
A00755,44,107232,806,1.4,Bachelor,Female,White,25968,personal,1
A00756,53,49129,669,0.1,Master,Male,White,74116,business,0
A00757,32,38677,818,6.3,Bachelor,Male,White,17464,auto,1
A00758,63,34936,631,0.0,Bachelor,Male,Hispanic,17227,home,0
A00759,47,35162,741,2.9,High School,Female,White,69682,personal,1
A00760,55,21136,719,3.7,High School,Male,Hispanic,48461,home,0
A00761,24,31250,594,4.2,Master,Female,White,24733,home,1
A00762,54,120457,697,20.1,High School,Male,White,6318,auto,1
A00763,35,43305,680,0.0,High School,Female,White,11504,personal,1
A00764,52,74805,611,1.2,PhD,Female,White,9477,business,0
A00765,56,20000,708,7.9,Master,Male,Black,22678,home,1
A00766,32,68939,691,9.4,High School,Male,White,14666,personal,1
A00767,32,44497,674,11.6,Bachelor,Male,Hispanic,79405,personal,1
A00768,23,36722,674,8.1,Master,Female,Hispanic,6265,business,1
A00769,47,54642,672,2.1,Bachelor,Female,White,8698,home,1
A00770,55,36406,650,7.4,Bachelor,Female,Asian,26787,home,0
A00771,39,20000,691,11.2,Bachelor,Male,Other,33427,personal,1
A00772,28,85250,628,9.4,High School,Male,White,2780,personal,1
A00773,34,56715,850,0.8,Master,Female,Other,5495,personal,1
A00774,38,40604,567,1.6,High School,Female,White,17838,education,0
A00775,61,27454,633,1.0,Bachelor,Female,Black,65175,education,0
A00776,26,20294,639,11.4,High School,Female,White,99728,home,1
A00777,36,56068,843,4.5,High School,Female,Hispanic,15810,home,1
A00778,49,129064,574,2.3,High School,Female,Hispanic,19215,auto,1
A00779,31,55375,714,1.1,PhD,Female,Other,11276,business,1
A00780,59,21382,699,0.5,High School,Female,Other,36554,education,1
A00781,61,56110,706,7.5,High School,Female,White,74818,business,1
A00782,37,47476,778,0.5,High School,Non-binary,Black,60163,education,1
A00783,53,82324,777,5.2,Master,Male,White,21521,education,1
A00784,54,70547,643,1.8,Bachelor,Female,White,11261,personal,0
A00785,50,20000,695,0.9,PhD,Female,White,22171,business,1
A00786,29,67991,530,0.0,Master,Male,Asian,66478,personal,0
A00787,23,26847,687,2.7,Bachelor,Female,Black,15987,personal,1
A00788,36,20888,616,3.2,Master,Male,White,5154,business,1
A00789,26,43779,665,14.5,High School,Male,Other,16514,personal,1
A00790,33,62729,545,2.7,Other,Male,Hispanic,17619,auto,0
A00791,49,20000,712,1.0,Other,Female,White,5130,education,1
A00792,46,74812,544,5.7,High School,Female,White,26519,home,0
A00793,30,77497,691,0.2,Bachelor,Female,Hispanic,33017,home,1
A00794,21,50422,581,17.5,High School,Male,Black,97529,home,1
A00795,30,29127,612,12.4,Bachelor,Female,White,7586,home,0
A00796,41,27238,772,7.9,Master,Male,White,39514,education,1
A00797,55,90722,727,14.9,PhD,Male,White,47737,business,1
A00798,37,20000,771,3.6,Bachelor,Male,White,33379,personal,1
A00799,33,92844,804,10.6,Master,Female,White,9843,personal,1
A00800,45,44394,618,3.9,Master,Male,White,9396,home,1
A00801,24,46281,799,31.3,High School,Female,White,23807,education,1
A00802,30,20000,562,4.6,Bachelor,Female,Black,23674,education,0
A00803,22,44889,739,5.1,Master,Male,White,14079,home,1
A00804,44,70838,640,4.4,Master,Female,White,61902,home,0
A00805,40,21985,605,5.8,Other,Male,White,15984,auto,0
A00806,46,66117,729,21.7,High School,Male,Other,4841,personal,1
A00807,48,51710,755,0.8,High School,Male,White,18411,auto,1
A00808,38,33314,753,1.2,High School,Female,White,32345,auto,1
A00809,59,81863,697,4.4,High School,Female,White,28957,personal,1
A00810,61,20000,690,4.6,Bachelor,Female,Hispanic,28778,auto,1
A00811,25,60355,722,2.7,PhD,Female,White,72779,business,1
A00812,61,129529,704,0.8,Bachelor,Male,White,9028,personal,0
A00813,29,116304,723,9.1,Master,Female,Asian,15693,home,1
A00814,31,61937,696,1.7,Bachelor,Male,Hispanic,75814,education,1
A00815,44,40904,747,9.6,Bachelor,Male,White,4564,auto,1
A00816,22,33473,549,26.5,Master,Non-binary,White,21100,home,1
A00817,37,40873,669,15.0,Master,Male,Other,58872,home,1
A00818,29,67933,569,1.4,Bachelor,Male,Other,58175,business,0
A00819,42,30201,702,1.7,PhD,Male,Hispanic,37350,business,0
A00820,56,77223,811,2.4,Bachelor,Male,Hispanic,38114,education,1
A00821,61,176291,642,8.1,High School,Female,Asian,9577,business,1
A00822,30,47234,690,9.3,Bachelor,Female,Other,66074,business,1
A00823,44,21880,740,0.3,Master,Female,White,8433,home,1
A00824,41,21876,514,3.2,Bachelor,Male,Other,8845,home,1
A00825,39,78115,638,12.9,Master,Female,Hispanic,30040,auto,1
A00826,48,47294,709,5.2,Bachelor,Female,Black,14847,education,1
A00827,64,82958,448,5.3,Bachelor,Female,White,25987,personal,1
A00828,38,35589,601,1.7,PhD,Female,White,31089,personal,1
A00829,23,80690,768,3.2,Bachelor,Female,Hispanic,91353,personal,1
A00830,61,44579,760,7.2,Bachelor,Female,Black,31162,auto,1
A00831,62,31586,709,7.8,High School,Female,White,13429,education,1
A00832,35,38538,750,12.1,Bachelor,Male,Black,37842,home,1
A00833,43,23903,697,0.6,Bachelor,Male,White,11323,education,1
A00834,58,161719,724,6.2,High School,Female,White,45730,home,1
A00835,43,46266,654,5.0,Bachelor,Male,Black,23195,personal,1
A00836,42,72164,689,0.9,High School,Male,Black,30346,education,1
A00837,61,35520,629,4.2,High School,Non-binary,White,5300,business,1
A00838,57,26077,781,4.2,Bachelor,Male,White,3638,home,1
A00839,43,42602,801,0.8,High School,Male,White,6626,personal,1
A00840,28,94912,790,2.4,Bachelor,Female,Black,89020,education,1
A00841,40,35866,647,15.4,Master,Male,Asian,8790,home,1
A00842,50,29076,603,12.8,Bachelor,Male,Hispanic,39570,auto,0
A00843,32,53813,782,8.9,High School,Male,Hispanic,13180,auto,1
A00844,44,66132,723,2.4,Bachelor,Male,White,18178,home,0
A00845,49,131361,706,3.8,High School,Male,White,21252,home,1
A00846,24,60612,629,19.5,Bachelor,Female,Asian,82044,business,1
A00847,46,72142,714,14.6,Master,Male,White,35157,personal,1
A00848,53,75475,593,10.5,Bachelor,Male,White,29972,business,1
A00849,30,24543,730,2.6,Bachelor,Female,White,62153,business,1
